"parent_PID","stim1_name","stim1_file","stim1_pair","stim1_deact_file","stim1_step2_name","stim1_step2_file","stim1_step2_basket_name","stim1_step2_basket_file","stim2_name","stim2_file","stim2_pair","stim2_deact_file","stim2_step2_name","stim2_step2_file","stim2_step2_basket_name","stim2_step2_basket_file","stim3_name","stim3_file","stim3_pair","stim3_deact_file","stim3_step2_name","stim3_step2_file","stim3_step2_basket_name","stim3_step2_basket_file","stim4_name","stim4_file","stim4_pair","stim4_deact_file","stim4_step2_name","stim4_step2_file","stim4_step2_basket_name","stim4_step2_basket_file","stim5_name","stim5_file","stim5_pair","stim5_deact_file","stim5_step2_name","stim5_step2_file","stim5_step2_basket_name","stim5_step2_basket_file","stim6_name","stim6_file","stim6_pair","stim6_deact_file","stim6_step2_name","stim6_step2_file","stim6_step2_basket_name","stim6_step2_basket_file","stim7_name","stim7_file","stim7_pair","stim7_deact_file","stim7_step2_name","stim7_step2_file","stim7_step2_basket_name","stim7_step2_basket_file","stim8_name","stim8_file","stim8_pair","stim8_deact_file","stim8_step2_name","stim8_step2_file","stim8_step2_basket_name","stim8_step2_basket_file","obs_AC_trials","participant","session","date","expName","psychopyVersion","OS","frameRate","PROLIFIC_PID","STUDY_ID","SESSION_ID","consent_keyresp.keys","consent_keyresp.rt","consent_keyresp.duration","global_instructions1_key.keys","global_instructions1_key.rt","global_instructions1_key.duration","global_instructions2_key.keys","global_instructions2_key.rt","global_instructions2_key.duration","global_instructions3_key.keys","global_instructions3_key.rt","global_instructions3_key.duration","global_instructions4_key.keys","global_instructions4_key.rt","global_instructions4_key.duration","stake_instructions_key.keys","stake_instructions_key.rt","stake_instructions_key.duration","global_instructions5_key.keys","global_instructions5_key.rt","global_instructions5_key.duration","p_fixation_2.started","p_fixation_2.stopped","p_step1_keyresp.keys","p_step1_keyresp.rt","p_step1_keyresp.duration","p_step2_keyresp.keys","p_step2_keyresp.rt","p_step2_keyresp.duration","p_step1_pair_index","p_step1_stimLeft_name","p_step1_stimLeft_pair","p_step1_stimLeft_reward","p_step1_stimLeft_step2Stim","p_step1_stimLeft_step2Basket","p_step1_stimRight_name","p_step1_stimRight_pair","p_step1_stimRight_reward","p_step1_stimRight_step2Stim","p_step1_stimRight_step2Basket","p_points","t_mult","p_fail_step1","p_fail_step2","p_reward_flag","p_step1_choice","p_step2_stim","p_step2_basket","p_score","practice.thisRepN","practice.thisTrialN","practice.thisN","practice.thisIndex","practice.ran","pair_index","p_mult","p_failStep1_keyresp.keys","p_failStep1_keyresp.rt","p_failStep1_keyresp.duration","p_failStep2_keyresp.keys","p_failStep2_keyresp.rt","p_failStep2_keyresp.duration","obs_instructions_1_key.keys","obs_instructions_1_key.rt","obs_instructions_1_key.duration","obs_instructions_2_key.keys","obs_instructions_2_key.rt","obs_instructions_2_key.duration","obs_stim_left","obs_stim_right","obs_step1_key","obs_step1_RT","obs_step2_forest","obs_step2_basket","obs_step2_RT","obs_mult","obs_points","obs_score","obs_AC_flag","obs_AC_step1_flag","obs_AC_step2_flag","obs_AC_mistake_flag","obs_AC_no_answer_flag","obs_AC_step2_no_answer_flag","obs_AC_counter","good_answer","obs_attention_check_fail","obs.thisRepN","obs.thisTrialN","obs.thisN","obs.thisIndex","obs.ran","obs_attention_check_step2_keyresp.keys","obs_attention_check_step1_keyresp.keys","obs_attention_check_step1_keyresp.rt","obs_attention_check_step1_keyresp.duration","obs_attention_check_step2_keyresp.rt","obs_attention_check_step2_keyresp.duration","t_instructions_keyresp.keys","t_instructions_keyresp.rt","t_instructions_keyresp.duration","t_instructions_2_keyresp.keys","t_instructions_2_keyresp.rt","t_instructions_2_keyresp.duration","t_step1_keyresp.keys","t_step1_keyresp.rt","t_step1_keyresp.duration","t_step2_keyresp.keys","t_step1_pair_index","t_step1_stimLeft_name","t_step1_stimLeft_pair","t_step1_stimLeft_reward","t_step1_stimLeft_step2Stim","t_step1_stimLeft_step2Basket","t_step1_stimRight_name","t_step1_stimRight_pair","t_step1_stimRight_reward","t_step1_stimRight_step2Stim","t_step1_stimRight_step2Basket","t_points","t_fail_step1","t_fail_step2","t_reward_flag","t_step1_choice","t_step2_stim","t_step2_basket","globa_score","t_data_stimWalk0","t_data_stimWalk1","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","trials.ran","t_step2_keyresp.rt","t_step2_keyresp.duration","break_key_resp.keys","break_key_resp.rt","break_key_resp.duration","t_recording.started","t_recording.stopped","pl_global_instructions_keyresp.keys","pl_global_instructions_keyresp.rt","pl_global_instructions_keyresp.duration","pl1_instructions1_keyresp.keys","pl1_instructions1_keyresp.rt","pl1_instructions1_keyresp.duration","pl1_instructions2_keyresp.keys","pl1_instructions2_keyresp.rt","pl1_instructions2_keyresp.duration","pl1_instructions3_keyresp.keys","pl1_instructions3_keyresp.rt","pl1_instructions3_keyresp.duration","pl1_instructions4_keyresp.keys","pl1_instructions4_keyresp.rt","pl1_instructions4_keyresp.duration","pl1_task_lickert.response","pl1_task_lickert.rt","pl1_task_confidence_lickert.response","pl1_task_confidence_lickert.rt","pl1_task_keyresp.keys","pl1_task_keyresp.rt","pl1_task_keyresp.duration","pl1_task_stimLeft","pl1_task_stimRight","pl1_loop.thisRepN","pl1_loop.thisTrialN","pl1_loop.thisN","pl1_loop.thisIndex","pl1_loop.ran","stimLeft_index","stimRight_index","pl2_instructions_keyresp.keys","pl2_instructions_keyresp.rt","pl2_instructions_keyresp.duration","pl2_task_lickert.response","pl2_task_lickert.rt","pl2_task_confidence_lickert.response","pl2_task_confidence_lickert.rt","pl2_task_keyresp.keys","pl2_task_keyresp.rt","pl2_task_keyresp.duration","pl2_task_gnome","pl2_task_forest","pl2_task_basket","pl2_loop.thisRepN","pl2_loop.thisTrialN","pl2_loop.thisN","pl2_loop.thisIndex","pl2_loop.ran","gnome_id","forest_id","end_keyresp.keys","end_keyresp.rt","end_keyresp.duration","passed_attention_check_loop.thisRepN","passed_attention_check_loop.thisTrialN","passed_attention_check_loop.thisN","passed_attention_check_loop.thisIndex","passed_attention_check_loop.ran","show_trials.thisRepN","show_trials.thisTrialN","show_trials.thisN","show_trials.thisIndex","show_trials.ran"
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",623727,1,"2024-10-18_17h14.19.927","experiment","2023.2.3","MacIntel",37.03703704,"64054faa94690235ff21ef0c","6712521e60b764c3632dd398","671288281b501a4567e3a900","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,1,,"",,,"",,,"",,,"",,,"","","",,"","",,,,,,,,,,,,"",,,,,,,"","",,,,,"",,,"",,,"k",0.808,,"space",1,"purple_gnome",1,2,"bright_forest","red_basket","red_gnome",1,9,"dark_forest","yellow_basket",9,0,0,1,"red_gnome","dark_forest","yellow_basket",1457,-1,5,11,3,91,0,1,0.546,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",623727,1,"2024-10-18_17h14.19.927","experiment","2023.2.3","MacIntel",37.03703704,"64054faa94690235ff21ef0c","6712521e60b764c3632dd398","671288281b501a4567e3a900","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,5,,,,"","","",,,,,,,1,,"",,,"",,,"",,,"",,,"","","",,"","",,,,,,,,,,,,"",,,,,,,"","",,,,,"",,,"",,,"k",0.96,,"space",1,"red_gnome",1,4,"dark_forest","yellow_basket","purple_gnome",1,1,"bright_forest","red_basket",5,0,0,1,"purple_gnome","bright_forest","red_basket",1462,-1,-2,11,4,92,4,1,0.412,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",623727,1,"2024-10-18_17h14.19.927","experiment","2023.2.3","MacIntel",37.03703704,"64054faa94690235ff21ef0c","6712521e60b764c3632dd398","671288281b501a4567e3a900","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,5,,,,"","","",,,,,,,3,,"",,,"",,,"",,,"",,,"","","",,"","",,,,,,,,,,,,"",,,,,,,"","",,,,,"",,,"",,,"s",1.097,,"space",3,"blue_gnome",3,2,"dark_forest","yellow_basket","pink_gnome",3,0,"bright_forest","red_basket",10,0,0,1,"blue_gnome","dark_forest","yellow_basket",1472,1,-1,11,5,93,6,1,0.292,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",623727,1,"2024-10-18_17h14.19.927","experiment","2023.2.3","MacIntel",37.03703704,"64054faa94690235ff21ef0c","6712521e60b764c3632dd398","671288281b501a4567e3a900","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,2,,"",,,"",,,"",,,"",,,"","","",,"","",,,,,,,,,,,,"",,,,,,,"","",,,,,"",,,"",,,"s",0.562,,"space",2,"brown_gnome",2,1,"dark_forest","yellow_basket","yellow_gnome",2,1,"bright_forest","red_basket",1,0,0,1,"brown_gnome","dark_forest","yellow_basket",1473,-1,2,11,6,94,1,1,0.147,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",623727,1,"2024-10-18_17h14.19.927","experiment","2023.2.3","MacIntel",37.03703704,"64054faa94690235ff21ef0c","6712521e60b764c3632dd398","671288281b501a4567e3a900","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,4,,"",,,"",,,"",,,"",,,"","","",,"","",,,,,,,,,,,,"",,,,,,,"","",,,,,"",,,"",,,"k",0.896,,"space",4,"orange_gnome",4,3,"dark_forest","yellow_basket","green_gnome",4,0,"bright_forest","red_basket",0,0,0,1,"green_gnome","bright_forest","red_basket",1473,-2,-1,11,7,95,3,1,0.086,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",623727,1,"2024-10-18_17h14.19.927","experiment","2023.2.3","MacIntel",37.03703704,"64054faa94690235ff21ef0c","6712521e60b764c3632dd398","671288281b501a4567e3a900","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,2,,"",,,"",,,"",,,"",,,"","","",,"","",,,,,,,,,,,,"",,,,,,,"","",,,,,"",,,"",,,"s",0.574,,"space",2,"brown_gnome",2,2,"dark_forest","yellow_basket","yellow_gnome",2,2,"bright_forest","red_basket",2,0,0,1,"brown_gnome","dark_forest","yellow_basket",1475,-1,-2,12,0,96,1,1,0.305,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",623727,1,"2024-10-18_17h14.19.927","experiment","2023.2.3","MacIntel",37.03703704,"64054faa94690235ff21ef0c","6712521e60b764c3632dd398","671288281b501a4567e3a900","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,5,,,,"","","",,,,,,,2,,"",,,"",,,"",,,"",,,"","","",,"","",,,,,,,,,,,,"",,,,,,,"","",,,,,"",,,"",,,"s",0.565,,"space",2,"brown_gnome",2,0,"dark_forest","yellow_basket","yellow_gnome",2,1,"bright_forest","red_basket",0,0,0,1,"brown_gnome","dark_forest","yellow_basket",1475,1,-2,12,1,97,5,1,0.595,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",623727,1,"2024-10-18_17h14.19.927","experiment","2023.2.3","MacIntel",37.03703704,"64054faa94690235ff21ef0c","6712521e60b764c3632dd398","671288281b501a4567e3a900","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,5,,,,"","","",,,,,,,3,,"",,,"",,,"",,,"",,,"","","",,"","",,,,,,,,,,,,"",,,,,,,"","",,,,,"",,,"",,,"k",0.761,,"space",3,"blue_gnome",3,2,"dark_forest","yellow_basket","pink_gnome",3,2,"bright_forest","red_basket",10,0,0,1,"pink_gnome","bright_forest","red_basket",1485,-2,1,12,2,98,6,1,0.509,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",623727,1,"2024-10-18_17h14.19.927","experiment","2023.2.3","MacIntel",37.03703704,"64054faa94690235ff21ef0c","6712521e60b764c3632dd398","671288281b501a4567e3a900","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,5,,,,"","","",,,,,,,1,,"",,,"",,,"",,,"",,,"","","",,"","",,,,,,,,,,,,"",,,,,,,"","",,,,,"",,,"",,,"s",0.579,,"space",1,"purple_gnome",1,0,"bright_forest","red_basket","red_gnome",1,3,"dark_forest","yellow_basket",0,0,0,1,"purple_gnome","bright_forest","red_basket",1485,4,2,12,3,99,4,1,0.397,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",623727,1,"2024-10-18_17h14.19.927","experiment","2023.2.3","MacIntel",37.03703704,"64054faa94690235ff21ef0c","6712521e60b764c3632dd398","671288281b501a4567e3a900","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,5,,,,"","","",,,,,,,1,,"",,,"",,,"",,,"",,,"","","",,"","",,,,,,,,,,,,"",,,,,,,"","",,,,,"",,,"",,,"k",0.939,,"space",1,"red_gnome",1,5,"dark_forest","yellow_basket","purple_gnome",1,4,"bright_forest","red_basket",20,0,0,1,"purple_gnome","bright_forest","red_basket",1505,0,-2,12,4,100,4,1,0.43,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",623727,1,"2024-10-18_17h14.19.927","experiment","2023.2.3","MacIntel",37.03703704,"64054faa94690235ff21ef0c","6712521e60b764c3632dd398","671288281b501a4567e3a900","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,1,,"",,,"",,,"",,,"",,,"","","",,"","",,,,,,,,,,,,"",,,,,,,"","",,,,,"",,,"",,,"k",0.896,,"space",1,"red_gnome",1,3,"dark_forest","yellow_basket","purple_gnome",1,4,"bright_forest","red_basket",4,0,0,1,"purple_gnome","bright_forest","red_basket",1509,1,0,12,5,101,0,1,0.276,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",623727,1,"2024-10-18_17h14.19.927","experiment","2023.2.3","MacIntel",37.03703704,"64054faa94690235ff21ef0c","6712521e60b764c3632dd398","671288281b501a4567e3a900","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,4,,"",,,"",,,"",,,"",,,"","","",,"","",,,,,,,,,,,,"",,,,,,,"","",,,,,"",,,"",,,"k",1.128,,"space",4,"orange_gnome",4,3,"dark_forest","yellow_basket","green_gnome",4,5,"bright_forest","red_basket",5,0,0,1,"green_gnome","bright_forest","red_basket",1514,-2,0,12,6,102,3,1,0.426,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",623727,1,"2024-10-18_17h14.19.927","experiment","2023.2.3","MacIntel",37.03703704,"64054faa94690235ff21ef0c","6712521e60b764c3632dd398","671288281b501a4567e3a900","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,5,,,,"","","",,,,,,,1,,"",,,"",,,"",,,"",,,"","","",,"","",,,,,,,,,,,,"",,,,,,,"","",,,,,"",,,"",,,"s",1.176,,"space",1,"red_gnome",1,3,"dark_forest","yellow_basket","purple_gnome",1,3,"bright_forest","red_basket",15,0,0,1,"red_gnome","dark_forest","yellow_basket",1529,1,1,12,7,103,4,1,0.305,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",623727,1,"2024-10-18_17h14.19.927","experiment","2023.2.3","MacIntel",37.03703704,"64054faa94690235ff21ef0c","6712521e60b764c3632dd398","671288281b501a4567e3a900","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,1,,"",,,"",,,"",,,"",,,"","","",,"","",,,,,,,,,,,,"",,,,,,,"","",,,,,"",,,"",,,"k",0.864,,"space",1,"purple_gnome",1,4,"bright_forest","red_basket","red_gnome",1,4,"dark_forest","yellow_basket",4,0,0,1,"red_gnome","dark_forest","yellow_basket",1533,3,0,13,0,104,0,1,0.322,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",623727,1,"2024-10-18_17h14.19.927","experiment","2023.2.3","MacIntel",37.03703704,"64054faa94690235ff21ef0c","6712521e60b764c3632dd398","671288281b501a4567e3a900","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,5,,,,"","","",,,,,,,3,,"",,,"",,,"",,,"",,,"","","",,"","",,,,,,,,,,,,"",,,,,,,"","",,,,,"",,,"",,,"k",0.879,,"space",3,"blue_gnome",3,4,"dark_forest","yellow_basket","pink_gnome",3,7,"bright_forest","red_basket",35,0,0,1,"pink_gnome","bright_forest","red_basket",1568,-3,-1,13,1,105,6,1,0.392,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",623727,1,"2024-10-18_17h14.19.927","experiment","2023.2.3","MacIntel",37.03703704,"64054faa94690235ff21ef0c","6712521e60b764c3632dd398","671288281b501a4567e3a900","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,4,,"",,,"",,,"",,,"",,,"","","",,"","",,,,,,,,,,,,"",,,,,,,"","",,,,,"",,,"",,,"k",0.813,,"space",4,"orange_gnome",4,3,"dark_forest","yellow_basket","green_gnome",4,4,"bright_forest","red_basket",4,0,0,1,"green_gnome","bright_forest","red_basket",1572,-2,-1,13,2,106,3,1,0.341,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",623727,1,"2024-10-18_17h14.19.927","experiment","2023.2.3","MacIntel",37.03703704,"64054faa94690235ff21ef0c","6712521e60b764c3632dd398","671288281b501a4567e3a900","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,3,,"",,,"",,,"",,,"",,,"","","",,"","",,,,,,,,,,,,"",,,,,,,"","",,,,,"",,,"",,,"k",0.726,,"space",3,"blue_gnome",3,2,"dark_forest","yellow_basket","pink_gnome",3,2,"bright_forest","red_basket",2,0,0,1,"pink_gnome","bright_forest","red_basket",1574,3,5,13,3,107,2,1,1.163,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",623727,1,"2024-10-18_17h14.19.927","experiment","2023.2.3","MacIntel",37.03703704,"64054faa94690235ff21ef0c","6712521e60b764c3632dd398","671288281b501a4567e3a900","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,4,,"",,,"",,,"",,,"",,,"","","",,"","",,,,,,,,,,,,"",,,,,,,"","",,,,,"",,,"",,,"s",0.774,,"space",4,"orange_gnome",4,7,"dark_forest","yellow_basket","green_gnome",4,5,"bright_forest","red_basket",7,0,0,1,"orange_gnome","dark_forest","yellow_basket",1581,-4,-3,13,4,108,3,1,0.593,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",623727,1,"2024-10-18_17h14.19.927","experiment","2023.2.3","MacIntel",37.03703704,"64054faa94690235ff21ef0c","6712521e60b764c3632dd398","671288281b501a4567e3a900","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,1,,"",,,"",,,"",,,"",,,"","","",,"","",,,,,,,,,,,,"",,,,,,,"","",,,,,"",,,"",,,"k",0.807,,"space",1,"purple_gnome",1,1,"bright_forest","red_basket","red_gnome",1,4,"dark_forest","yellow_basket",4,0,0,1,"red_gnome","dark_forest","yellow_basket",1585,2,0,13,5,109,0,1,0.522,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",623727,1,"2024-10-18_17h14.19.927","experiment","2023.2.3","MacIntel",37.03703704,"64054faa94690235ff21ef0c","6712521e60b764c3632dd398","671288281b501a4567e3a900","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,2,,"",,,"",,,"",,,"",,,"","","",,"","",,,,,,,,,,,,"",,,,,,,"","",,,,,"",,,"",,,"s",0.547,,"space",2,"brown_gnome",2,4,"dark_forest","yellow_basket","yellow_gnome",2,3,"bright_forest","red_basket",4,0,0,1,"brown_gnome","dark_forest","yellow_basket",1589,-2,1,13,6,110,1,1,0.36,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",623727,1,"2024-10-18_17h14.19.927","experiment","2023.2.3","MacIntel",37.03703704,"64054faa94690235ff21ef0c","6712521e60b764c3632dd398","671288281b501a4567e3a900","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,5,,,,"","","",,,,,,,4,,"",,,"",,,"",,,"",,,"","","",,"","",,,,,,,,,,,,"",,,,,,,"","",,,,,"",,,"",,,"k",0.758,,"space",4,"green_gnome",4,1,"bright_forest","red_basket","orange_gnome",4,5,"dark_forest","yellow_basket",25,0,0,1,"orange_gnome","dark_forest","yellow_basket",1614,-1,-1,13,7,111,7,1,0.373,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",623727,1,"2024-10-18_17h14.19.927","experiment","2023.2.3","MacIntel",37.03703704,"64054faa94690235ff21ef0c","6712521e60b764c3632dd398","671288281b501a4567e3a900","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,5,,,,"","","",,,,,,,2,,"",,,"",,,"",,,"",,,"","","",,"","",,,,,,,,,,,,"",,,,,,,"","",,,,,"",,,"",,,"s",0.576,,"",2,"brown_gnome",2,4,"dark_forest","yellow_basket","yellow_gnome",2,0,"bright_forest","red_basket",0,0,1,0,"brown_gnome","dark_forest","yellow_basket",1614,3,-4,14,0,112,5,1,,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
