parent_PID,stim1_name,stim1_file,stim1_pair,stim1_deact_file,stim1_step2_name,stim1_step2_file,stim1_step2_basket_name,stim1_step2_basket_file,stim2_name,stim2_file,stim2_pair,stim2_deact_file,stim2_step2_name,stim2_step2_file,stim2_step2_basket_name,stim2_step2_basket_file,stim3_name,stim3_file,stim3_pair,stim3_deact_file,stim3_step2_name,stim3_step2_file,stim3_step2_basket_name,stim3_step2_basket_file,stim4_name,stim4_file,stim4_pair,stim4_deact_file,stim4_step2_name,stim4_step2_file,stim4_step2_basket_name,stim4_step2_basket_file,stim5_name,stim5_file,stim5_pair,stim5_deact_file,stim5_step2_name,stim5_step2_file,stim5_step2_basket_name,stim5_step2_basket_file,stim6_name,stim6_file,stim6_pair,stim6_deact_file,stim6_step2_name,stim6_step2_file,stim6_step2_basket_name,stim6_step2_basket_file,stim7_name,stim7_file,stim7_pair,stim7_deact_file,stim7_step2_name,stim7_step2_file,stim7_step2_basket_name,stim7_step2_basket_file,stim8_name,stim8_file,stim8_pair,stim8_deact_file,stim8_step2_name,stim8_step2_file,stim8_step2_basket_name,stim8_step2_basket_file,obs_AC_trials,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,consent_keyresp.keys,consent_keyresp.rt,consent_keyresp.duration,global_instructions1_key.keys,global_instructions1_key.rt,global_instructions1_key.duration,global_instructions2_key.keys,global_instructions2_key.rt,global_instructions2_key.duration,global_instructions3_key.keys,global_instructions3_key.rt,global_instructions3_key.duration,global_instructions4_key.keys,global_instructions4_key.rt,global_instructions4_key.duration,stake_instructions_key.keys,stake_instructions_key.rt,stake_instructions_key.duration,global_instructions5_key.keys,global_instructions5_key.rt,global_instructions5_key.duration,p_fixation_2.started,p_fixation_2.stopped,p_step1_keyresp.keys,p_step1_keyresp.rt,p_step1_keyresp.duration,p_step2_keyresp.keys,p_failStep2_keyresp.keys,p_failStep2_keyresp.rt,p_failStep2_keyresp.duration,p_step1_pair_index,p_step1_stimLeft_name,p_step1_stimLeft_pair,p_step1_stimLeft_reward,p_step1_stimLeft_step2Stim,p_step1_stimLeft_step2Basket,p_step1_stimRight_name,p_step1_stimRight_pair,p_step1_stimRight_reward,p_step1_stimRight_step2Stim,p_step1_stimRight_step2Basket,p_points,t_mult,p_fail_step1,p_fail_step2,p_reward_flag,p_step1_choice,p_step2_stim,p_step2_basket,p_score,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,practice.ran,pair_index,p_mult,p_step2_keyresp.rt,p_step2_keyresp.duration,p_failStep1_keyresp.keys,p_failStep1_keyresp.rt,p_failStep1_keyresp.duration,obs_instructions_1_key.keys,obs_instructions_1_key.rt,obs_instructions_1_key.duration,obs_instructions_2_key.keys,obs_instructions_2_key.rt,obs_instructions_2_key.duration,obs_stim_left,obs_stim_right,obs_step1_key,obs_step1_RT,obs_step2_forest,obs_step2_basket,obs_step2_RT,obs_mult,obs_points,obs_score,obs_AC_flag,obs_AC_step1_flag,obs_AC_step2_flag,obs_AC_mistake_flag,obs_AC_no_answer_flag,obs_AC_step2_no_answer_flag,obs_AC_counter,good_answer,obs_attention_check_fail,obs.thisRepN,obs.thisTrialN,obs.thisN,obs.thisIndex,obs.ran,obs_attention_check_step2_keyresp.keys,obs_attention_check_step2_keyresp.rt,obs_attention_check_step2_keyresp.duration,obs_attention_check_step1_keyresp.keys,obs_attention_check_step1_keyresp.rt,obs_attention_check_step1_keyresp.duration,t_instructions_keyresp.keys,t_instructions_keyresp.rt,t_instructions_keyresp.duration,t_instructions_2_keyresp.keys,t_instructions_2_keyresp.rt,t_instructions_2_keyresp.duration,t_step1_keyresp.keys,t_step1_keyresp.rt,t_step1_keyresp.duration,t_step2_keyresp.keys,t_step1_pair_index,t_step1_stimLeft_name,t_step1_stimLeft_pair,t_step1_stimLeft_reward,t_step1_stimLeft_step2Stim,t_step1_stimLeft_step2Basket,t_step1_stimRight_name,t_step1_stimRight_pair,t_step1_stimRight_reward,t_step1_stimRight_step2Stim,t_step1_stimRight_step2Basket,t_points,t_fail_step1,t_fail_step2,t_reward_flag,t_step1_choice,t_step2_stim,t_step2_basket,globa_score,t_data_stimWalk0,t_data_stimWalk1,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,t_step2_keyresp.rt,t_step2_keyresp.duration,break_key_resp.keys,break_key_resp.rt,break_key_resp.duration,t_recording.started,t_recording.stopped,pl_global_instructions_keyresp.keys,pl_global_instructions_keyresp.rt,pl_global_instructions_keyresp.duration,pl1_instructions1_keyresp.keys,pl1_instructions1_keyresp.rt,pl1_instructions1_keyresp.duration,pl1_instructions2_keyresp.keys,pl1_instructions2_keyresp.rt,pl1_instructions2_keyresp.duration,pl1_instructions3_keyresp.keys,pl1_instructions3_keyresp.rt,pl1_instructions3_keyresp.duration,pl1_instructions4_keyresp.keys,pl1_instructions4_keyresp.rt,pl1_instructions4_keyresp.duration,pl1_task_lickert.response,pl1_task_lickert.rt,pl1_task_confidence_lickert.response,pl1_task_confidence_lickert.rt,pl1_task_keyresp.keys,pl1_task_keyresp.rt,pl1_task_keyresp.duration,pl1_task_stimLeft,pl1_task_stimRight,pl1_loop.thisRepN,pl1_loop.thisTrialN,pl1_loop.thisN,pl1_loop.thisIndex,pl1_loop.ran,stimLeft_index,stimRight_index,pl2_instructions_keyresp.keys,pl2_instructions_keyresp.rt,pl2_instructions_keyresp.duration,pl2_task_lickert.response,pl2_task_lickert.rt,pl2_task_confidence_lickert.response,pl2_task_confidence_lickert.rt,pl2_task_keyresp.keys,pl2_task_keyresp.rt,pl2_task_keyresp.duration,pl2_task_gnome,pl2_task_forest,pl2_task_basket,pl2_loop.thisRepN,pl2_loop.thisTrialN,pl2_loop.thisN,pl2_loop.thisIndex,pl2_loop.ran,gnome_id,forest_id,end_keyresp.keys,end_keyresp.rt,end_keyresp.duration,passed_attention_check_loop.thisRepN,passed_attention_check_loop.thisTrialN,passed_attention_check_loop.thisN,passed_attention_check_loop.thisIndex,passed_attention_check_loop.ran,show_trials.thisRepN,show_trials.thisTrialN,show_trials.thisN,show_trials.thisIndex,show_trials.ran
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,016500,001,2024-11-19_17h30.44.036,experiment,2023.2.3,Linux x86_64,29.99940001,5c0cb29e1b80df00017843d2,673c6e3c1bdcd7f14d4497df,673cc9d2f47e5db02c89e00a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.4306,,space,3,green_gnome,3,3,bright_forest,red_basket,purple_gnome,3,2,dark_forest,yellow_basket,10,0,0,1,purple_gnome,dark_forest,yellow_basket,60,-2,-3,0,3,3,6,1,0.5141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,016500,001,2024-11-19_17h30.44.036,experiment,2023.2.3,Linux x86_64,29.99940001,5c0cb29e1b80df00017843d2,673c6e3c1bdcd7f14d4497df,673cc9d2f47e5db02c89e00a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.4305,,space,2,blue_gnome,2,1,bright_forest,red_basket,brown_gnome,2,1,dark_forest,yellow_basket,5,0,0,1,brown_gnome,dark_forest,yellow_basket,65,2,1,0,4,4,5,1,0.7495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,016500,001,2024-11-19_17h30.44.036,experiment,2023.2.3,Linux x86_64,29.99940001,5c0cb29e1b80df00017843d2,673c6e3c1bdcd7f14d4497df,673cc9d2f47e5db02c89e00a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.4945,,,1,orange_gnome,1,2,dark_forest,yellow_basket,yellow_gnome,1,3,bright_forest,red_basket,0,0,1,0,yellow_gnome,bright_forest,red_basket,65,0,-2,0,5,5,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,016500,001,2024-11-19_17h30.44.036,experiment,2023.2.3,Linux x86_64,29.99940001,5c0cb29e1b80df00017843d2,673c6e3c1bdcd7f14d4497df,673cc9d2f47e5db02c89e00a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.4273,,space,3,purple_gnome,3,0,dark_forest,yellow_basket,green_gnome,3,3,bright_forest,red_basket,3,0,0,1,green_gnome,bright_forest,red_basket,68,1,3,0,6,6,2,1,0.4577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,016500,001,2024-11-19_17h30.44.036,experiment,2023.2.3,Linux x86_64,29.99940001,5c0cb29e1b80df00017843d2,673c6e3c1bdcd7f14d4497df,673cc9d2f47e5db02c89e00a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.5107,,space,4,pink_gnome,4,3,dark_forest,yellow_basket,red_gnome,4,4,bright_forest,red_basket,4,0,0,1,red_gnome,bright_forest,red_basket,72,3,1,0,7,7,3,1,0.6122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,016500,001,2024-11-19_17h30.44.036,experiment,2023.2.3,Linux x86_64,29.99940001,5c0cb29e1b80df00017843d2,673c6e3c1bdcd7f14d4497df,673cc9d2f47e5db02c89e00a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.7495,,space,3,green_gnome,3,7,bright_forest,red_basket,purple_gnome,3,4,dark_forest,yellow_basket,20,0,0,1,purple_gnome,dark_forest,yellow_basket,92,1,-2,1,0,8,6,1,1.1098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,016500,001,2024-11-19_17h30.44.036,experiment,2023.2.3,Linux x86_64,29.99940001,5c0cb29e1b80df00017843d2,673c6e3c1bdcd7f14d4497df,673cc9d2f47e5db02c89e00a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.4613,,,4,pink_gnome,4,2,dark_forest,yellow_basket,red_gnome,4,8,bright_forest,red_basket,0,0,1,0,red_gnome,bright_forest,red_basket,92,3,-4,1,1,9,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,016500,001,2024-11-19_17h30.44.036,experiment,2023.2.3,Linux x86_64,29.99940001,5c0cb29e1b80df00017843d2,673c6e3c1bdcd7f14d4497df,673cc9d2f47e5db02c89e00a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.4444,,space,2,brown_gnome,2,2,dark_forest,yellow_basket,blue_gnome,2,7,bright_forest,red_basket,2,0,0,1,brown_gnome,dark_forest,yellow_basket,94,-2,-3,1,2,10,1,1,0.3978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,016500,001,2024-11-19_17h30.44.036,experiment,2023.2.3,Linux x86_64,29.99940001,5c0cb29e1b80df00017843d2,673c6e3c1bdcd7f14d4497df,673cc9d2f47e5db02c89e00a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.6158,,space,3,green_gnome,3,5,bright_forest,red_basket,purple_gnome,3,1,dark_forest,yellow_basket,5,0,0,1,green_gnome,bright_forest,red_basket,99,1,-1,1,3,11,2,1,0.4934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,016500,001,2024-11-19_17h30.44.036,experiment,2023.2.3,Linux x86_64,29.99940001,5c0cb29e1b80df00017843d2,673c6e3c1bdcd7f14d4497df,673cc9d2f47e5db02c89e00a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.3965,,space,4,red_gnome,4,6,bright_forest,red_basket,pink_gnome,4,0,dark_forest,yellow_basket,30,0,0,1,red_gnome,bright_forest,red_basket,129,-2,-1,1,4,12,7,1,1.1815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,016500,001,2024-11-19_17h30.44.036,experiment,2023.2.3,Linux x86_64,29.99940001,5c0cb29e1b80df00017843d2,673c6e3c1bdcd7f14d4497df,673cc9d2f47e5db02c89e00a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.6957,,space,1,yellow_gnome,1,4,bright_forest,red_basket,orange_gnome,1,1,dark_forest,yellow_basket,4,0,0,1,yellow_gnome,bright_forest,red_basket,133,2,3,1,5,13,0,1,1.1308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,016500,001,2024-11-19_17h30.44.036,experiment,2023.2.3,Linux x86_64,29.99940001,5c0cb29e1b80df00017843d2,673c6e3c1bdcd7f14d4497df,673cc9d2f47e5db02c89e00a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.6525,,,2,blue_gnome,2,6,bright_forest,red_basket,brown_gnome,2,4,dark_forest,yellow_basket,0,0,1,0,blue_gnome,bright_forest,red_basket,133,3,2,1,6,14,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,016500,001,2024-11-19_17h30.44.036,experiment,2023.2.3,Linux x86_64,29.99940001,5c0cb29e1b80df00017843d2,673c6e3c1bdcd7f14d4497df,673cc9d2f47e5db02c89e00a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.3956,,space,3,purple_gnome,3,6,dark_forest,yellow_basket,green_gnome,3,9,bright_forest,red_basket,6,0,0,1,purple_gnome,dark_forest,yellow_basket,139,-2,-4,1,7,15,2,1,0.4443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,016500,001,2024-11-19_17h30.44.036,experiment,2023.2.3,Linux x86_64,29.99940001,5c0cb29e1b80df00017843d2,673c6e3c1bdcd7f14d4497df,673cc9d2f47e5db02c89e00a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.4773,,space,3,purple_gnome,3,2,dark_forest,yellow_basket,green_gnome,3,7,bright_forest,red_basket,2,0,0,1,purple_gnome,dark_forest,yellow_basket,141,0,-4,2,0,16,2,1,0.4471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,016500,001,2024-11-19_17h30.44.036,experiment,2023.2.3,Linux x86_64,29.99940001,5c0cb29e1b80df00017843d2,673c6e3c1bdcd7f14d4497df,673cc9d2f47e5db02c89e00a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.7019,,space,2,brown_gnome,2,2,dark_forest,yellow_basket,blue_gnome,2,7,bright_forest,red_basket,10,0,0,1,brown_gnome,dark_forest,yellow_basket,151,-2,1,2,1,17,5,1,0.4762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,016500,001,2024-11-19_17h30.44.036,experiment,2023.2.3,Linux x86_64,29.99940001,5c0cb29e1b80df00017843d2,673c6e3c1bdcd7f14d4497df,673cc9d2f47e5db02c89e00a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.3614,,space,2,brown_gnome,2,3,dark_forest,yellow_basket,blue_gnome,2,5,bright_forest,red_basket,3,0,0,1,brown_gnome,dark_forest,yellow_basket,154,0,-5,2,2,18,1,1,0.6627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,016500,001,2024-11-19_17h30.44.036,experiment,2023.2.3,Linux x86_64,29.99940001,5c0cb29e1b80df00017843d2,673c6e3c1bdcd7f14d4497df,673cc9d2f47e5db02c89e00a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.7468,,space,2,blue_gnome,2,5,bright_forest,red_basket,brown_gnome,2,2,dark_forest,yellow_basket,5,0,0,1,blue_gnome,bright_forest,red_basket,159,-1,0,2,3,19,1,1,0.5944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,016500,001,2024-11-19_17h30.44.036,experiment,2023.2.3,Linux x86_64,29.99940001,5c0cb29e1b80df00017843d2,673c6e3c1bdcd7f14d4497df,673cc9d2f47e5db02c89e00a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.4646,,space,4,red_gnome,4,4,bright_forest,red_basket,pink_gnome,4,2,dark_forest,yellow_basket,4,0,0,1,red_gnome,bright_forest,red_basket,163,1,-1,2,4,20,3,1,0.4095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,016500,001,2024-11-19_17h30.44.036,experiment,2023.2.3,Linux x86_64,29.99940001,5c0cb29e1b80df00017843d2,673c6e3c1bdcd7f14d4497df,673cc9d2f47e5db02c89e00a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.3821,,space,1,yellow_gnome,1,5,bright_forest,red_basket,orange_gnome,1,1,dark_forest,yellow_basket,1,0,0,1,orange_gnome,dark_forest,yellow_basket,164,0,1,2,5,21,0,1,0.381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,016500,001,2024-11-19_17h30.44.036,experiment,2023.2.3,Linux x86_64,29.99940001,5c0cb29e1b80df00017843d2,673c6e3c1bdcd7f14d4497df,673cc9d2f47e5db02c89e00a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.499,,space,2,blue_gnome,2,5,bright_forest,red_basket,brown_gnome,2,2,dark_forest,yellow_basket,10,0,0,1,brown_gnome,dark_forest,yellow_basket,174,-3,2,2,6,22,5,1,0.3643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,016500,001,2024-11-19_17h30.44.036,experiment,2023.2.3,Linux x86_64,29.99940001,5c0cb29e1b80df00017843d2,673c6e3c1bdcd7f14d4497df,673cc9d2f47e5db02c89e00a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.4786,,,3,green_gnome,3,2,bright_forest,red_basket,purple_gnome,3,4,dark_forest,yellow_basket,0,0,1,0,purple_gnome,dark_forest,yellow_basket,174,0,0,2,7,23,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,016500,001,2024-11-19_17h30.44.036,experiment,2023.2.3,Linux x86_64,29.99940001,5c0cb29e1b80df00017843d2,673c6e3c1bdcd7f14d4497df,673cc9d2f47e5db02c89e00a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.5982,,space,4,red_gnome,4,2,bright_forest,red_basket,pink_gnome,4,4,dark_forest,yellow_basket,4,0,0,1,pink_gnome,dark_forest,yellow_basket,178,-1,1,3,0,24,3,1,1.0372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,016500,001,2024-11-19_17h30.44.036,experiment,2023.2.3,Linux x86_64,29.99940001,5c0cb29e1b80df00017843d2,673c6e3c1bdcd7f14d4497df,673cc9d2f47e5db02c89e00a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1.4839,,space,4,pink_gnome,4,5,dark_forest,yellow_basket,red_gnome,4,1,bright_forest,red_basket,5,0,0,1,red_gnome,bright_forest,red_basket,183,1,-1,3,1,25,7,1,0.7644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,016500,001,2024-11-19_17h30.44.036,experiment,2023.2.3,Linux x86_64,29.99940001,5c0cb29e1b80df00017843d2,673c6e3c1bdcd7f14d4497df,673cc9d2f47e5db02c89e00a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.9407,,space,2,brown_gnome,2,4,dark_forest,yellow_basket,blue_gnome,2,2,bright_forest,red_basket,10,0,0,1,blue_gnome,bright_forest,red_basket,193,-3,-2,3,2,26,5,1,0.9141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
